month,level_1,level_2,level_3,value
1990-07,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,3458.6
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,24745.7
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11880
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,France,6171.9
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4467.1
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6410.6
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,4842.2
1990-07,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4470.6
1990-07,Total International Visitor Arrivals By Country Of Residence,Americas,USA,21890.2
1990-07,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,5139.2
1990-07,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,39071.3
1990-07,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5781.8
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,125238.6
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,80244.9
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,16997.9
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,17216.5
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,India,19033.3
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2610.7
1990-08,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,3618.5
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,24884.8
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11433.6
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,France,6049.3
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4803.5
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5937.7
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,5140.7
1990-08,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,3835.9
1990-08,Total International Visitor Arrivals By Country Of Residence,Americas,USA,22186.5
1990-08,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,4830.9
1990-08,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,38414.9
1990-08,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5982.6
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,123831.6
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,73733.2
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,16447.5
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,16514.4
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,India,18258.1
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2778.2
1990-09,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,3975.8
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,23769.7
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12020.9
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,France,6406.5
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5341.2
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6371.5
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,5497.2
1990-09,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4650.5
1990-09,Total International Visitor Arrivals By Country Of Residence,Americas,USA,23011
1990-09,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,5325.3
1990-09,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,37600.1
1990-09,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5728.8
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,121758.1
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,84252.7
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,18199.1
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,17866.7
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,India,16956.6
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2709.4
1990-10,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,3928.2
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,23989
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11707.1
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,France,5437.4
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4383.2
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6156.8
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,4939.8
1990-10,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4681.2
1990-10,Total International Visitor Arrivals By Country Of Residence,Americas,USA,21312.3
1990-10,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,4893.2
1990-10,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,35456.1
1990-10,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5400.4
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,130164.2
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,84656.9
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,17620.2
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,18771.1
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,India,18962.9
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2431.7
1990-11,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,4323.2
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,23964.7
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12215.9
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,France,5663.4
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4196.1
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6022.5
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,4655.4
1990-11,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4670.2
1990-11,Total International Visitor Arrivals By Country Of Residence,Americas,USA,21451.8
1990-11,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,4992.5
1990-11,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,34921.8
1990-11,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5520.8
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,127314.6
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,79468.7
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,18086.5
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20438.3
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,India,20633.4
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2610.6
1990-12,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,4296.5
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,25713.3
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11726.3
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,France,6434.9
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4510
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6254.2
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,4869.9
1990-12,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4949.3
1990-12,Total International Visitor Arrivals By Country Of Residence,Americas,USA,22693.4
1990-12,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,5231.7
1990-12,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,37525.6
1990-12,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5766.8
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,126935.2
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,77394.8
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,14972.1
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,19418.3
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,India,17619.7
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2489.2
1991-01,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,4366.9
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,23017.8
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11761.9
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,France,5447
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,3817.4
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5821
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,4790.4
1991-01,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4617
1991-01,Total International Visitor Arrivals By Country Of Residence,Americas,USA,18210.8
1991-01,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,4956
1991-01,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,34723.4
1991-01,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5446.9
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,134094.1
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,41692.8
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,17377.2
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20720.8
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,India,17302
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,3159.3
1991-02,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,4505.1
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,21651.2
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11135
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,France,4668.1
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2169.1
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5087.1
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3983.3
1991-02,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,3715.2
1991-02,Total International Visitor Arrivals By Country Of Residence,Americas,USA,16988.7
1991-02,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,4451
